zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
,10925元/月,押一付三,109.25㎡,104.2㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,5.00米,20.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:01:20,https://cd.shop.fang.com/zu/3_208309788.html
,13200元/月,押一付三,577940.00㎡,,,,第1层(共1层),毛坯,写字楼配套底商,是,,天来国际广场,光华大道与温泉大道交叉口,10.00米,33.00米,3.30米,客梯2个，货梯0个,1.90元/㎡·月,,2019/8/6 16:24:07,https://cd.shop.fang.com/zu/3_208494449.html
,19350元/月,押二付三,215㎡,190㎡,,,第1层(共26层),精装修,住宅底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",盐市口 阳光金融大厦,东大街 春熙路 天府广场 一环路 交通路7号,10.00米,19.00米,4.20米,,21.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/9/11 8:58:00,https://cd.shop.fang.com/zu/3_208911974.html
,10000元/月,押一付三,100㎡,,,,第1层(共2层),毛坯,住宅底商,否,,滨河春天,滨河春天,8.00米,13.00米,4.50米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/8/31 18:30:12,https://cd.shop.fang.com/zu/3_208785711.html
,17500元/月,租金已包含,1999-01-01,,,,精装修,商业街商铺,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,6.00米,九龙广场,98594.00㎡,32㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,排污,外摆区",2019/7/31 20:35:26,https://cd.shop.fang.com/zu/3_208425091.html
,150000元/月,押一付三,0.00㎡,639㎡,,,第1层(共3层),简装修,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",德商御府天骄商铺,锦江路与牧华路交界处向锦江路南500米,25.00米,10.00米,3.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/6 19:37:26,https://cd.shop.fang.com/zu/3_208152438.html
,20000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,5.00米,4.00米,5.00米,银石广场商铺,100000.00㎡,32㎡,,2019/9/2 23:37:46,https://cd.shop.fang.com/zu/3_208808215.html
,18000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,2.00米,九龙广场,98594.00㎡,30㎡,,2019/9/2 23:39:24,https://cd.shop.fang.com/zu/3_208808221.html
,80元/月,半年付,0.00㎡,125㎡,,,第1层(共1层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",蜀都万达广场商铺,望从东路347号（成灌东路与望丛东路交汇处）,12.50米,10.00米,4.50米,客梯0个，货梯0个,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 15:35:32,https://cd.shop.fang.com/zu/3_208794576.html
,17800元/月,押一付三,100000.00㎡,35㎡,,,第1层(共1层),精装修,商业街商铺,否,"服饰鞋包,餐饮美食,休闲娱乐",银石广场商铺,红星路三段99号,6.00米,6.00米,6.00米,客梯30个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 15:28:57,https://cd.shop.fang.com/zu/3_208782954.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:52:36,https://cd.shop.fang.com/zu/3_208453651.html
,170元/月,押一付三,43.00㎡,,,,第1层(共1层),毛坯,写字楼配套底商,否,,蜀都中心商铺,天府二街138号,5.00米,6.00米,5.50米,客梯0个，货梯0个,8.00元/㎡·月,,2019/8/21 14:16:49,https://cd.shop.fang.com/zu/3_208663262.html
,70元/月,半年付,10000.00㎡,,,,第2层(共2层),简装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",交大路42号,交大路42号,30.00米,25.00米,6.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/6/18 17:09:58,https://cd.shop.fang.com/zu/3_207965760.html
,17000元/月,半年付,0.00㎡,,,,第1层(共1层),简装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",荣富西城尚锦商铺,光华大道一段光华东三路580号 (大公园旁）,9.00米,9.00米,6.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/19 10:47:35,https://cd.shop.fang.com/zu/3_207971273.html
,27000元/月,租金已包含,暂无,,,,毛坯,其他,否,群光广场,,客梯1个，货梯0个,2.00米,15.00米,6.00米,群光广场,187000.00㎡,60㎡,,2019/8/2 22:44:05,https://cd.shop.fang.com/zu/3_208453575.html
,120元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,10.00米,1.00米,6.00米,九龙广场,98594.00㎡,2100㎡,,2019/8/2 22:53:50,https://cd.shop.fang.com/zu/3_208453665.html
,60元/月,年付,1235.9㎡,,,,第2层(共35层),毛坯,住宅底商,否,,光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,41.90米,17.00米,4.20米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 11:42:38,https://cd.shop.fang.com/zu/3_208306477.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,4.00米,5.00米,5.00米,银石广场商铺,100000.00㎡,24㎡,,2019/9/2 23:30:37,https://cd.shop.fang.com/zu/3_208808191.html
,27300元/月,押一付三,455㎡,,,,第2层(共2层),精装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",龙城国际,龙城国际 红光,20.00米,20.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/17 9:49:54,https://cd.shop.fang.com/zu/3_208617791.html
,70000元/月,面议,1400㎡,,,,第1层(共1层),简装修,临街门面,否,"百货超市,生活服务,美容美发,餐饮美食,休闲娱乐",府河竹苑,府河竹苑,60.00米,18.00米,5.00米,,2.00元/㎡·月,"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/12 16:02:43,https://cd.shop.fang.com/zu/3_208564525.html
,10000元/月,押一付三,100000.00㎡,20㎡,,,第1层(共11层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",银石广场商铺,红星路三段99号,4.00米,5.00米,5.00米,客梯30个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 15:32:41,https://cd.shop.fang.com/zu/3_208814980.html
,24696元/月,半年付,189.97㎡,180.85㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场 地铁铺 无中介费,温泉大道二段177号,9.00米,18.00米,6.00米,,4.50元/㎡·月,"上水,下水,排烟,排污,外摆区",2019/7/21 16:23:29,https://cd.shop.fang.com/zu/3_208310166.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,5.00米,4.00米,3.00米,EGO潮流广场,16649.99㎡,25㎡,,2019/8/2 22:54:35,https://cd.shop.fang.com/zu/3_208453669.html
,10000元/月,押一付三,16649.99㎡,20㎡,,,第1层(共11层),精装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,休闲娱乐",EGO潮流广场,春熙路上东大街133号,5.00米,4.00米,3.00米,客梯0个，货梯0个,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,外摆区",2019/7/17 15:42:23,https://cd.shop.fang.com/zu/3_208261527.html
,19200元/月,半年付,240㎡,,,,第1层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,12.00米,20.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 10:10:54,https://cd.shop.fang.com/zu/3_208849410.html
,9300元/月,季付,0平,,,,第1层(共2层),"精装修
                                ",住宅底商 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,保利玫瑰花语商铺,"
                                    成都龙城大道(四川师范大成龙旁) ",,,,,,"网络,停车位,客梯",2019/7/23 11:45:16,https://cd.shop.fang.com/zu/1_52956209.html
,85元/月,押一付三,0.00㎡,,,,第-3层(共20层),毛坯,商业街商铺,是,,时代锦绣商铺,武侯大道文昌段与新机场路的交汇处（中天物流园旁）,15.00米,5.00米,6.00米,客梯0个，货梯0个,2.50元/㎡·月,,2019/8/9 11:25:33,https://cd.shop.fang.com/zu/3_208525005.html
,18050元/月,半年付,361㎡,,,,第2层(共5层),毛坯,商业街商铺,否,仅限教育培训行业,绿地468公馆,468公馆,15.00米,32.00米,5.20米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",2019/8/28 14:32:31,https://cd.shop.fang.com/zu/3_208744642.html
,13559元/月,半年付,104.3㎡,88.16㎡,,,第1层(共3层),简装修,住宅底商,是,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",洲际春天广场,温泉大道二段177号,4.00米,24.00米,6.00米,,4.50元/㎡·月,"暖气,停车位,中央空调,上水,下水,排烟,排污,燃气,外摆区",2019/7/18 11:11:09,https://cd.shop.fang.com/zu/3_208269186.html
,9900元/月,押一付三,43.00㎡,,,,第1层(共1层),简装修,商业街商铺,否,,蜀都中心商铺,天府二街138号,5.00米,10.00米,5.90米,客梯0个，货梯0个,8.00元/㎡·月,,2019/8/30 10:44:32,https://cd.shop.fang.com/zu/3_208765814.html
,7500元/月,押一付三,96562.00㎡,83㎡,,,第1层(共2层),简装修,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食",丽景华庭商铺,武侯区龙腾中路3号,4.00米,17.00米,4.80米,客梯2个，货梯1个,4.00元/㎡·月,"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,外摆区",2019/8/17 10:30:51,https://cd.shop.fang.com/zu/3_208618715.html
,42140元/月,半年付,400.00㎡,,,,第2层(共2层),简装修,住宅底商,是,"家居建材,生活服务,美容美发,餐饮美食",万科金域名邸商铺,高新区天府二街与南华路交汇处（高新伊藤旁）,30.00米,20.00米,5.00米,客梯1个，货梯1个,6.80元/㎡·月,"网络,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 12:28:59,https://cd.shop.fang.com/zu/3_208824617.html
,17800元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,5.00米,6.00米,6.00米,银石广场商铺,100000.00㎡,31㎡,,2019/9/2 23:51:01,https://cd.shop.fang.com/zu/3_208808253.html
,2900元/月,半年付,35㎡,,,,第1层(共1层),毛坯,住宅底商,是,,犀浦商铺，华邑阳光里商铺，傲城商铺，住宅底商,郫都区，金牛区，大丰，校园路商铺，西南交大，电子科,4.00米,8.00米,6.00米,,4.00元/㎡·月,,2019/8/13 15:55:48,https://cd.shop.fang.com/zu/3_208573997.html
,8000元/月,押一付三,100000.00㎡,20㎡,,,第1层(共33层),精装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",银石广场商铺,红星路三段99号,4.00米,5.00米,5.00米,客梯30个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/18 11:45:14,https://cd.shop.fang.com/zu/3_208632724.html
,8元/月,租金已包含,暂无,,,,精装修,其他,否,春熙village,,客梯7个，货梯2个,10.00米,4.00米,6.00米,春熙village,40000.00㎡,94㎡,,2019/9/2 23:46:50,https://cd.shop.fang.com/zu/3_208808238.html
,150元/月,押一付三,35㎡,33㎡,,,第1层(共2层),毛坯,住宅底商,是,"服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",铂悦山,龙泉驿区北京路66号（地铁2号线书房站，永辉超市对面,5.00米,6.00米,6.00米,,3.00元/㎡·月,"停车位,客梯,货梯,上水,下水,排烟,排污,外摆区",2019/7/11 15:56:56,https://cd.shop.fang.com/zu/3_208197518.html
,15077元/月,半年付,115.98㎡,111.06㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,6.00米,11.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:38:25,https://cd.shop.fang.com/zu/3_208310392.html
,400000元/月,押一付三,7000㎡,6800㎡,,,第1层(共3层),毛坯,购物中心/百货,是,"百货超市,酒店宾馆,家居建材,美容美发,休闲娱乐",一环路南2段,一环路南二段,28.00米,20.00米,5.00米,,3.00元/㎡·月,,2019/7/23 19:02:16,https://cd.shop.fang.com/zu/3_208332375.html
,700000元/月,押一付三,13000㎡,12000㎡,,,第1层(共4层),毛坯,购物中心/百货,是,"酒店宾馆,家居建材,服饰鞋包",南玻商厦,一环路北一段,25.00米,38.00米,5.00米,,3.00元/㎡·月,"上水,下水",2019/7/22 18:49:34,https://cd.shop.fang.com/zu/3_208320840.html
,5500元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,3.00米,5.00米,5.00米,银石广场商铺,100000.00㎡,20㎡,,2019/9/2 23:23:21,https://cd.shop.fang.com/zu/3_208808163.html
,15506元/月,押一付三,103.37㎡,,,,第1层(共4层),毛坯,商业街商铺,否,,润富国际,成都市武侯区交子大道,14.00米,4.00米,6.00米,,6.00元/㎡·月,,2019/8/9 18:35:03,https://cd.shop.fang.com/zu/3_208531742.html
,60元/月,年付,605.66㎡,,,,第3层(共35层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,19.00米,20.00米,4.20米,,4.50元/㎡·月,"上水,下水,排污",2019/7/20 17:04:47,https://cd.shop.fang.com/zu/3_208299515.html
,90000元/月,押一付三,1200㎡,1100㎡,,,第2层(共10层),精装修,商业街商铺,否,休闲娱乐,齐力大厦,齐力大厦,50.00米,25.00米,5.00米,,2.00元/㎡·月,,2019/7/21 8:56:56,https://cd.shop.fang.com/zu/3_207240991.html
,22000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,1.00米,1.00米,1.00米,银石广场商铺,100000.00㎡,30㎡,,2019/9/2 23:38:28,https://cd.shop.fang.com/zu/3_208808217.html
,290000元/月,押一付三,130000.00㎡,,,,第2层(共6层),精装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",飞大壹号广场商铺,成都市金牛区一环路北三段100号（一环路与解放路交汇处，一环路内侧）,50.00米,20.00米,4.80米,客梯0个，货梯0个,2.80元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/17 10:16:56,https://cd.shop.fang.com/zu/3_208256219.html
,75元/月,押二付三,122㎡,,,,第13层(共15层),精装修,写字楼配套底商,否,生活服务,天府新谷,天府新谷,6.00米,20.00米,3.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/6 10:48:05,https://cd.shop.fang.com/zu/3_208850434.html
,6400元/月,半年付,80㎡,,,,第1层(共2层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,7.00米,10.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 10:49:39,https://cd.shop.fang.com/zu/3_208865710.html
,580000元/月,面议,14500㎡,,,,第1层(共6层),精装修,住宅底商,否,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",邻里中心,邻里中心,100.00米,100.00米,6.00米,,1.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 16:00:04,https://cd.shop.fang.com/zu/3_208871709.html
,5500元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,3.00米,5.00米,5.00米,银石广场商铺,100000.00㎡,20㎡,,2019/8/2 22:51:14,https://cd.shop.fang.com/zu/3_208453640.html
,73000元/月,租金已包含,1999-01-01,,,,精装修,商业街商铺,是,九龙广场,,客梯8个，货梯4个,10.00米,13.00米,6.00米,九龙广场,98594.00㎡,130㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,外摆区",2019/7/31 20:33:09,https://cd.shop.fang.com/zu/3_208425074.html
,25000元/月,年付,7320.00㎡,16㎡,,,第2层(共4层),精装修,商业街商铺,是,服饰鞋包,蓝光金荷花,北站东一路18号,3.00米,3.00米,4.00米,客梯1个，货梯1个,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,外摆区",2019/6/19 10:48:38,https://cd.shop.fang.com/zu/3_207971302.html
,260000元/月,押一付三,98594.00㎡,1000㎡,,,第1层(共11层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九龙广场,成都市青年路8号,30.00米,40.00米,5.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/17 17:21:46,https://cd.shop.fang.com/zu/3_208625606.html
,650000元/月,押一付三,13000㎡,12000㎡,,,第1层(共18层),毛坯,写字楼配套底商,否,酒店宾馆,薯光国际,天益北街,300.00米,200.00米,4.00米,,2.00元/㎡·月,,2019/7/1 13:48:14,https://cd.shop.fang.com/zu/3_206960114.html
,360元/月,押一付三,0.00㎡,,,,第1层(共2层),简装修,商业街商铺,否,百货超市,绿地GIC商铺,二环路南一段20号（科华中路）,7.00米,10.00米,6.00米,客梯0个，货梯0个,,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/8 11:38:25,https://cd.shop.fang.com/zu/3_208881182.html
8万元,32000元/月,半年付,200㎡,199㎡,60个月,带设备转让,第1层(共1层),简装修,商业街商铺,否,,洪山北路,洪山北路,10.00米,20.00米,6.00米,,租金已包含,,2019/8/26 21:25:03,https://cd.shop.fang.com/zu/3_208726651.html
,100元/月,租金已包含,暂无,,,,精装修,其他,否,富力天汇MALL,,客梯21个，货梯4个,30.00米,66.00米,5.00米,富力天汇MALL,61000.00㎡,2500㎡,,2019/8/2 22:42:36,https://cd.shop.fang.com/zu/3_208453563.html
,7000元/月,半年付,20㎡,,,,第1层(共3层),精装修,住宅底商,否,百货超市,环球广场,一环路北一段,4.00米,5.00米,5.00米,,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/3 15:45:39,https://cd.shop.fang.com/zu/3_208117761.html
,16539元/月,押一付三,103.37㎡,,,,第1层(共5层),简装修,商业街商铺,否,,润富国际,成都市武侯区交子大道,14.00米,5.00米,6.00米,,6.00元/㎡·月,,2019/8/9 18:33:01,https://cd.shop.fang.com/zu/3_208531715.html
,130元/月,半年付,115.98㎡,,,,第1层(共35层),毛坯,住宅底商,是,,光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,6.00米,20.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:30:00,https://cd.shop.fang.com/zu/3_208309246.html
,342000元/月,半年付,3800㎡,3799㎡,,,第3层(共5层),精装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",锦江市中心 长富花园旁 适合大型酒楼 足浴会所等,五大城区 龙泉 新都 大丰均有项目招租 可随时联系,30.00米,20.00米,6.50米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/30 18:52:44,https://cd.shop.fang.com/zu/3_208773845.html
,35000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,10.00米,4.00米,九龙广场,98594.00㎡,50㎡,,2019/8/2 22:42:15,https://cd.shop.fang.com/zu/3_208453562.html
,60元/月,押一付三,1760000.00㎡,,,,第3层(共28层),毛坯,商业街商铺,否,,环球中心商铺,成都高新区天府大道北段1700号,15.00米,6.00米,5.00米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/8 17:19:20,https://cd.shop.fang.com/zu/3_208517797.html
,22000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,1.00米,1.00米,1.00米,银石广场商铺,100000.00㎡,30㎡,,2019/9/2 23:48:05,https://cd.shop.fang.com/zu/3_208808242.html
,44800元/月,押二付三,640㎡,,,,第2层(共4层),毛坯,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金牛凯德教育城,星河路,32.00米,20.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/15 16:24:22,https://cd.shop.fang.com/zu/3_207936450.html
,150000元/月,半年付,500㎡,467㎡,,,第1层(共3层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",citypart,高新区，高新西区，郫县，新都，锦江区，成华区，青羊,25.00米,15.00米,6.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/12 17:14:02,https://cd.shop.fang.com/zu/3_208210286.html
,9515元/月,半年付,73.19㎡,69.68㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,6.00米,13.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:15:27,https://cd.shop.fang.com/zu/3_208310029.html
,13600元/月,半年付,20㎡,,,,第1层(共1层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",太古里,太古里 春熙路步行街 大慈寺,5.00米,4.00米,4.00米,,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/20 14:52:57,https://cd.shop.fang.com/zu/3_207985647.html
,40000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,10.00米,10.00米,6.00米,九龙广场,98594.00㎡,120㎡,,2019/8/2 22:47:30,https://cd.shop.fang.com/zu/3_208453609.html
,7800元/月,半年付,60㎡,57.16㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,6.00米,9.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:42:53,https://cd.shop.fang.com/zu/3_208310462.html
,200元/月,押一付三,77㎡,70㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",铂悦山,龙泉驿北京路66号永辉超市对面地铁2号线书房站,7.00米,11.00米,6.00米,,3.00元/㎡·月,"停车位,客梯,排烟,排污,燃气,外摆区",2019/7/11 15:46:22,https://cd.shop.fang.com/zu/3_208197423.html
,60元/月,半年付,1059.47㎡,,,,第2层(共32层),毛坯,住宅底商,是,,光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,41.00米,20.00米,6.00米,,4.50元/㎡·月,"上水,下水,排烟,外摆区",2019/7/21 15:43:20,https://cd.shop.fang.com/zu/3_208309376.html
,72000元/月,半年付,130000.00㎡,,,,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",飞大壹号广场商铺,成都市金牛区一环路北三段100号（一环路与解放路交汇处，一环路内侧）,10.00米,25.00米,6.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/6/18 16:45:54,https://cd.shop.fang.com/zu/3_207965440.html
,15086元/月,押一付三,150.86㎡,143.88㎡,,,第1层(共1层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,7.00米,18.00米,6.00米,,4.50元/㎡·月,"网络,停车位,客梯,上水,下水,排烟,排污,外摆区",2019/7/21 15:54:54,https://cd.shop.fang.com/zu/3_208309686.html
,40000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,1.00米,1.00米,1.00米,九龙广场,98594.00㎡,145㎡,,2019/8/2 22:41:50,https://cd.shop.fang.com/zu/3_208453558.html
,82000元/月,押一付三,146㎡,140㎡,,,第1层(共1层),,商业街商铺,否,,武侯祠大街,武侯祠大街,6.00米,15.00米,6.00米,,租金已包含,,2019/8/29 20:02:41,https://cd.shop.fang.com/zu/3_208761823.html
,5132元/月,押一付三,1140.53㎡,1092.63㎡,,,第2层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,40.00米,18.00米,4.20米,,4.50元/㎡·月,"网络,停车位,客梯,上水,下水,排烟,排污,外摆区",2019/7/21 15:41:42,https://cd.shop.fang.com/zu/3_208309422.html
