zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
,15000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,25㎡,,2019/8/2 22:40:51,https://cd.shop.fang.com/zu/3_208453550.html
,680元/月,押一付三,1760000.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,是,,环球中心商铺,成都高新区天府大道北段1700号,8.00米,60.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/19 14:05:00,https://cd.shop.fang.com/zu/3_208643321.html
,7520元/月,押一付三,94㎡,,,,第1层(共10层),精装修,商业街商铺,是,,尚都服饰广场,春熙路尚都服饰广场一楼,10.00米,4.00米,6.00米,,23.00元/㎡·月,,2019/8/9 10:53:19,https://cd.shop.fang.com/zu/3_208524318.html
,580000元/月,面议,14500㎡,,,,第1层(共6层),精装修,其他,否,职业学、校、医院,邻里中心,邻里中心,100.00米,100.00米,6.00米,,1.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 12:14:52,https://cd.shop.fang.com/zu/3_208852405.html
,280元/月,押一付三,1760000.00㎡,,,,第1层(共2层),简装修,商业街商铺,否,,环球中心商铺,成都高新区天府大道北段1700号,10.00米,20.00米,7.00米,客梯4个，货梯1个,14.00元/㎡·月,,2019/9/2 17:55:55,https://cd.shop.fang.com/zu/3_208805957.html
,30000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,8.00米,6.00米,九龙广场,98594.00㎡,45㎡,,2019/9/2 23:27:25,https://cd.shop.fang.com/zu/3_208808179.html
15万元,29960元/月,押一付三,419900.00㎡,,72个月,空转,第1层(共2层),简装修,住宅底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",首创国际城商铺,成渝立交万科北街18号,20.00米,15.00米,6.50米,客梯3个，货梯1个,1.80元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/13 14:31:51,https://cd.shop.fang.com/zu/3_208572668.html
,153700元/月,押一付三,2650㎡,2600㎡,,,第1层(共6层),精装修,商业街商铺,否,酒店宾馆,总府路,春熙路总府路,80.00米,30.00米,4.00米,,3.00元/㎡·月,"上水,下水,排烟",2019/7/18 19:55:02,https://cd.shop.fang.com/zu/3_207200792.html
,80元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,40.00米,45.00米,5.00米,九龙广场,98594.00㎡,1800㎡,,2019/9/2 23:21:51,https://cd.shop.fang.com/zu/3_208808155.html
,16000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,6.00米,九龙广场,98594.00㎡,30㎡,,2019/9/2 23:34:12,https://cd.shop.fang.com/zu/3_208808205.html
,576000元/月,押一付三,98594.00㎡,1500㎡,,,第1层(共11层),精装修,商业街商铺,否,,九龙广场,成都市青年路8号,20.00米,75.00米,5.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/22 11:22:56,https://cd.shop.fang.com/zu/3_208672754.html
,20000元/月,租金已包含,1999-01-01,,,,毛坯,其他,否,九龙广场,,客梯8个，货梯4个,8.00米,8.00米,5.00米,九龙广场,98594.00㎡,60㎡,,2019/8/2 22:46:22,https://cd.shop.fang.com/zu/3_208453597.html
,10000元/月,押一付三,16649.99㎡,16㎡,,,第1层(共15层),精装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",EGO潮流广场,春熙路上东大街133号,4.00米,4.00米,5.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/28 9:57:40,https://cd.shop.fang.com/zu/3_208740009.html
,200元/月,押二付三,370㎡,260㎡,,,第1层(共1层),精装修,写字楼配套底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",中航国际广场 布鲁明顿 奥克斯广场,中航国际广场,30.00米,10.00米,4.90米,,10.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 10:11:48,https://cd.shop.fang.com/zu/3_208821482.html
,110元/月,半年付,240㎡,,,,第1层(共2层),毛坯,住宅底商,否,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,20.00米,12.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/31 18:40:24,https://cd.shop.fang.com/zu/3_208785789.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,6.00米,3.00米,5.00米,银石广场商铺,100000.00㎡,22㎡,,2019/9/2 23:24:49,https://cd.shop.fang.com/zu/3_208808170.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,4.00米,5.00米,5.00米,银石广场商铺,100000.00㎡,24㎡,,2019/8/2 22:46:10,https://cd.shop.fang.com/zu/3_208453593.html
,1700000元/月,押一付三,447025.00㎡,,,,第-1层(共25层),毛坯,住宅底商,否,百货超市,南城都汇商铺,南三环四段宜家对面，市一医院旁成汉中路,100.00米,10.00米,5.50米,客梯4个，货梯4个,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/28 17:51:44,https://cd.shop.fang.com/zu/3_208392158.html
,14105元/月,半年付,217㎡,,,,第2层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金牛区,五块石,20.00米,10.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 10:45:41,https://cd.shop.fang.com/zu/3_208865571.html
,10000元/月,押一付三,16649.99㎡,16㎡,,,第1层(共8层),精装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",EGO潮流广场,春熙路上东大街133号,4.00米,4.00米,5.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 10:09:08,https://cd.shop.fang.com/zu/3_208789533.html
,50000元/月,押一付三,872㎡,,,,第1层(共3层),简装修,住宅底商,否,百货超市,社区独栋出售,四川省成都市双流区,87.20米,10.00米,5.50米,,,"网络,暖气,停车位,客梯,货梯,扶梯",2019/7/10 10:23:44,https://cd.shop.fang.com/zu/3_208181779.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,25㎡,,2019/8/2 22:44:05,https://cd.shop.fang.com/zu/3_208453576.html
,23633元/月,半年付,181.79㎡,153.89㎡,,,第1层(共1层),毛坯,住宅底商,是,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,6.50米,22.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,燃气,外摆区",2019/7/18 11:25:40,https://cd.shop.fang.com/zu/3_208269499.html
,70元/月,半年付,570.84㎡,,,,第2层(共5层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,17.10米,21.00米,4.20米,,4.50元/㎡·月,"上水,下水,排污,燃气,外摆区",2019/7/21 16:45:55,https://cd.shop.fang.com/zu/3_208310526.html
,8500元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,4.00米,5.00米,6.00米,银石广场商铺,100000.00㎡,20㎡,,2019/9/2 23:28:11,https://cd.shop.fang.com/zu/3_208808181.html
,351000元/月,面议,5400㎡,,,,第1层(共2层),简装修,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",锦江宾馆,索菲特酒店,90.00米,60.00米,4.00米,,6.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 14:49:25,https://cd.shop.fang.com/zu/3_208826746.html
,120元/月,押一付三,80.98㎡,,,,第1层(共10层),简装修,住宅底商,否,,润富国际,成都市武侯区交子大道,15.00米,5.00米,6.00米,,6.00元/㎡·月,,2019/8/9 14:37:30,https://cd.shop.fang.com/zu/3_208527413.html
,10000元/月,押一付三,98594.00㎡,20㎡,,,第1层(共33层),精装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九龙广场,成都市青年路8号,4.00米,5.00米,5.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/24 10:14:23,https://cd.shop.fang.com/zu/3_208697122.html
,15000元/月,半年付,150㎡,,,,第2层(共3层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",肖家河正街,肖家河,10.00米,6.00米,4.20米,,租金已包含,"网络,暖气,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/11 10:15:12,https://cd.shop.fang.com/zu/3_208191563.html
,9600元/月,半年付,120㎡,110㎡,,,第1层(共1层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",郫县高新西区犀浦百草路一品天下,红光,11.00米,10.00米,4.50米,,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 14:07:31,https://cd.shop.fang.com/zu/3_208813585.html
,579248元/月,半年付,5265.89㎡,4424.66㎡,,,第1层(共5层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,40.00米,20.00米,6.00米,,4.50元/㎡·月,"停车位,客梯,货梯,上水,下水,排烟,排污,外摆区",2019/7/13 16:10:25,https://cd.shop.fang.com/zu/3_208220910.html
,130元/月,押一付三,129.15㎡,,,,第1层(共10层),毛坯,商业街商铺,是,,润富国际,成都市武侯区交子大道,15.00米,5.00米,6.00米,,6.00元/㎡·月,,2019/8/9 15:00:33,https://cd.shop.fang.com/zu/3_208527938.html
,15000元/月,年付,35㎡,20㎡,,,第1层(共6层),精装修,商业街商铺,是,"百货超市,服饰鞋包",大成市场 金荷花,大成市场 金荷花 金牛之心,5.00米,4.00米,4.00米,,4.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,外摆区",2019/6/21 19:11:23,https://cd.shop.fang.com/zu/3_208001089.html
,165000元/月,押一付三,0.00㎡,3000㎡,,,第1层(共6层),精装修,商业街商铺,否,酒店宾馆,华商金融中心,高新区金融城交子大道（天府国际金融中心旁）,12.00米,18.00米,4.00米,客梯0个，货梯0个,6.00元/㎡·月,,2019/7/11 9:58:28,https://cd.shop.fang.com/zu/3_208191143.html
,80元/月,租金已包含,1999-01-01,,,,简装修,其他,否,九龙广场,,客梯8个，货梯4个,15.00米,20.00米,5.00米,九龙广场,98594.00㎡,1500㎡,,2019/9/2 23:40:09,https://cd.shop.fang.com/zu/3_208808223.html
,97500元/月,押一付三,0.00㎡,,,,第10层(共10层),简装修,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",百悦城plus商铺,大面街道新建路118号,50.00米,25.00米,6.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/28 9:53:02,https://cd.shop.fang.com/zu/3_208739880.html
,135000元/月,押一付三,0.00㎡,,,,第-3层(共20层),简装修,商业街商铺,是,,武侯万达广场商铺,四川省成都市武侯区聚龙路988号(武侯立交外侧300米),15.00米,5.00米,6.00米,客梯0个，货梯0个,2.50元/㎡·月,,2019/8/9 11:34:52,https://cd.shop.fang.com/zu/3_208525094.html
,94500元/月,租金已包含,暂无,,,,毛坯,其他,否,群光广场,,客梯1个，货梯0个,10.00米,15.00米,6.00米,群光广场,187000.00㎡,270㎡,,2019/9/2 23:50:31,https://cd.shop.fang.com/zu/3_208808252.html
,30000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,6.00米,九龙广场,98594.00㎡,35㎡,,2019/8/2 22:42:02,https://cd.shop.fang.com/zu/3_208453559.html
,6000元/月,半年付,60㎡,,,,第1层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,6.00米,10.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/6 10:01:48,https://cd.shop.fang.com/zu/3_208849083.html
,178378元/月,押二付三,1760000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,,环球中心商铺,成都高新区天府大道北段1700号,10.00米,40.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,"上水,下水,排污",2019/9/10 10:26:53,https://cd.shop.fang.com/zu/3_208901945.html
,130元/月,半年付,76.57㎡,,,,第1层(共32层),毛坯,住宅底商,否,,光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,3.20米,20.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:37:15,https://cd.shop.fang.com/zu/3_208309298.html
,25000元/月,租金已包含,暂无,,,,精装修,其他,否,群光广场,,客梯1个，货梯0个,11.00米,6.00米,5.00米,群光广场,187000.00㎡,80㎡,,2019/8/2 22:44:41,https://cd.shop.fang.com/zu/3_208453580.html
,8311元/月,押一付三,48.6㎡,,,,第1层(共2层),精装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",朗基天香商铺 大源 金融城 软件园 孵化园,四川省成都市武侯区吉泰六路99,4.50米,9.00米,6.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 10:32:38,https://cd.shop.fang.com/zu/3_208810490.html
,80元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,15.00米,10.00米,6.00米,九龙广场,98594.00㎡,200㎡,,2019/9/2 23:46:17,https://cd.shop.fang.com/zu/3_208808236.html
,580000元/月,面议,14500㎡,,,,第1层(共6层),毛坯,其他,否,学、校，医院,邻里中心,邻里中心,100.00米,100.00米,6.00米,,1.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 15:55:19,https://cd.shop.fang.com/zu/3_208871631.html
,35600元/月,押一付三,445㎡,,,,第2层(共3层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",龙城国际,龙城国际,25.00米,26.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/31 18:18:46,https://cd.shop.fang.com/zu/3_208785506.html
,66000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,12.00米,10.00米,2.00米,九龙广场,98594.00㎡,120㎡,,2019/9/2 23:29:44,https://cd.shop.fang.com/zu/3_208808186.html
,254826元/月,押一付三,1760000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,,环球中心商铺,成都高新区天府大道北段1700号,8.00米,60.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/19 14:00:49,https://cd.shop.fang.com/zu/3_208643266.html
,10000元/月,押一付三,16649.99㎡,20㎡,,,第1层(共11层),精装修,商业街商铺,是,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",EGO潮流广场,春熙路上东大街133号,4.00米,5.00米,5.00米,客梯0个，货梯0个,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,燃气,外摆区",2019/7/17 15:39:03,https://cd.shop.fang.com/zu/3_208261481.html
,50000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,10.00米,12.00米,6.00米,九龙广场,98594.00㎡,120㎡,,2019/8/2 22:53:19,https://cd.shop.fang.com/zu/3_208453661.html
,16500元/月,半年付,300㎡,,,,第2层(共3层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,20.00米,15.00米,4.20米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 15:28:50,https://cd.shop.fang.com/zu/3_208794388.html
,120元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,10.00米,1.00米,6.00米,九龙广场,98594.00㎡,2100㎡,,2019/9/2 23:48:08,https://cd.shop.fang.com/zu/3_208808243.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:52:40,https://cd.shop.fang.com/zu/3_208453652.html
,35000元/月,押一付三,55600.00㎡,110㎡,,,第1层(共10层),,商业街商铺,否,"生活服务,美容美发,餐饮美食,休闲娱乐",太升通讯中心,太升南路136号,8.00米,10.00米,4.00米,客梯3个，货梯1个,2.00元/㎡·月,,2019/8/26 20:58:03,https://cd.shop.fang.com/zu/3_208726503.html
,58元/月,押一付三,1760000.00㎡,,,,第3层(共22层),毛坯,商业街商铺,是,"生活服务,美容美发,餐饮美食",环球中心商铺,成都高新区天府大道北段1700号,27.00米,10.00米,6.00米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/14 10:36:18,https://cd.shop.fang.com/zu/3_208580646.html
,17500元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,6.00米,九龙广场,98594.00㎡,32㎡,,2019/9/2 23:22:34,https://cd.shop.fang.com/zu/3_208808159.html
,175元/月,押一付三,43.00㎡,,,,第1层(共1层),毛坯,商业街商铺,否,,蜀都中心商铺,天府二街138号,5.00米,10.00米,5.90米,客梯0个，货梯0个,8.00元/㎡·月,"上水,下水,排烟",2019/8/30 10:49:04,https://cd.shop.fang.com/zu/3_208765931.html
,65元/月,半年付,217㎡,,,,第2层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金牛区,五块石,20.00米,10.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/8 10:56:14,https://cd.shop.fang.com/zu/3_208880156.html
,10000元/月,押一付三,100000.00㎡,21㎡,,,第1层(共33层),精装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",银石广场商铺,红星路三段99号,3.00米,7.00米,5.00米,客梯30个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/5 14:44:22,https://cd.shop.fang.com/zu/3_208840348.html
,9000元/月,押一付三,16649.99㎡,16㎡,,,第1层(共11层),精装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食",EGO潮流广场,春熙路上东大街133号,4.00米,4.00米,3.00米,客梯0个，货梯0个,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,外摆区",2019/7/18 16:24:53,https://cd.shop.fang.com/zu/3_208274062.html
,32000元/月,半年付,400㎡,,,,第2层(共2层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",高新西区,滨河春天,20.00米,20.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 10:29:28,https://cd.shop.fang.com/zu/3_208849930.html
,40000元/月,押一付三,40㎡,39㎡,,,第1层(共1层),精装修,临街门面,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",春熙路,春熙路,4.00米,10.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/8 19:58:47,https://cd.shop.fang.com/zu/3_208887787.html
,130元/月,年付,131.71㎡,,,,第1层(共32层),毛坯,住宅底商,否,,洲际春天广场 亚洲湾现铺招租 地铁口 学校铺,温泉大道二段177号,4.20米,18.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 14:50:11,https://cd.shop.fang.com/zu/3_208308584.html
,9000元/月,押三付一,187000.00㎡,19㎡,,,第1层(共1层),精装修,住宅底商,否,餐饮美食,群光广场,春熙路南口,4.00米,5.00米,5.00米,客梯1个，货梯0个,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/22 14:23:36,https://cd.shop.fang.com/zu/3_208675289.html
,16800元/月,半年付,100000.00㎡,20㎡,,,第1层(共1层),精装修,商业街商铺,否,"服饰鞋包,美容美发,餐饮美食",银石广场商铺,红星路三段99号,4.00米,5.00米,5.00米,客梯30个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污,燃气,外摆区",2019/8/2 22:09:01,https://cd.shop.fang.com/zu/3_208453407.html
,241200元/月,押一付三,356640.00㎡,6000㎡,,,第1层(共6层),精装修,住宅底商,否,酒店宾馆,红牌楼广场商铺,二环南四段佳灵路7号,23.00米,20.00米,5.00米,客梯6个，货梯2个,3.00元/㎡·月,,2019/7/7 9:55:14,https://cd.shop.fang.com/zu/3_208154755.html
,20000元/月,半年付,400㎡,,,,第2层(共2层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,犀浦,20.00米,20.00米,4.50米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 10:19:33,https://cd.shop.fang.com/zu/3_208810167.html
,85000元/月,半年付,500㎡,,,,第1层(共2层),简装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",小春熙，尚都广场，春熙路，太古里,尚都广场,20.00米,20.00米,5.10米,,19.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/16 10:24:29,https://cd.shop.fang.com/zu/3_207943175.html
,65元/月,半年付,220㎡,,,,第2层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金牛区,五块石,20.00米,10.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/28 9:58:49,https://cd.shop.fang.com/zu/3_208739891.html
,9643元/月,半年付,74.18㎡,70.62㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,4.00米,20.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:10:57,https://cd.shop.fang.com/zu/3_208309875.html
,22000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,6.00米,九龙广场,98594.00㎡,30㎡,,2019/8/2 22:45:39,https://cd.shop.fang.com/zu/3_208453589.html
,160000元/月,押一付三,98594.00㎡,1600㎡,,,第1层(共11层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九龙广场,成都市青年路8号,40.00米,40.00米,5.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 11:03:09,https://cd.shop.fang.com/zu/3_208850904.html
1万元,9306元/月,押一付三,40000.00㎡,,3个月,带设备转让,第1层(共10层),毛坯,商业街商铺,否,,春熙village,东大街上东大街段111号,8.00米,4.00米,6.00米,客梯7个，货梯2个,23.00元/㎡·月,,2019/8/9 10:04:50,https://cd.shop.fang.com/zu/3_208522939.html
,19350元/月,押二付三,215㎡,190㎡,,,第1层(共26层),精装修,住宅底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",盐市口 阳光金融大厦,东大街 春熙路 天府广场 一环路 交通路7号,10.00米,19.00米,4.20米,,21.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/9/11 9:09:53,https://cd.shop.fang.com/zu/3_208912067.html
,142500元/月,押二付三,1500㎡,1200㎡,,,第3层(共3层),毛坯,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",锦绣路33号,锦绣路33号,55.00米,21.00米,4.20米,,6.00元/㎡·月,"网络,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/20 17:45:41,https://cd.shop.fang.com/zu/3_208655556.html
,10000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,4.00米,6.00米,5.00米,九龙广场,98594.00㎡,28㎡,,2019/9/2 23:22:30,https://cd.shop.fang.com/zu/3_208808158.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,3.00米,EGO潮流广场,16649.99㎡,25㎡,,2019/9/2 23:47:36,https://cd.shop.fang.com/zu/3_208808240.html
